name,Sa,Sz,Str,Spc,Sdr,Sq,Ssk,Sku,Sp,Sv,Sal,Std,Sdq,Spd,Sk,Spk,Svk,Smr1,Smr2,Sxp,Vvv,Vvc,Vmp,Vmc,Area size
Image1290,0.188,2.452,0.562,181.793,0.005102,0.241,0.012,3.437,1.427,1.025,10.806,41.600,0.101,22690.781,0.571,0.264,0.267,11.189,88.981,0.488,0.029,0.286,0.013,0.208,373424.654
Image1291,0.153,2.763,0.905,112.712,0.003247,0.196,-0.032,3.547,1.830,0.933,16.140,180.000,0.081,24067.687,0.465,0.205,0.224,11.348,89.218,0.387,0.024,0.232,0.010,0.168,373424.654
Image1292,0.256,6.483,0.474,350.049,0.01579,0.335,0.223,6.665,4.704,1.780,8.681,77.200,0.181,28609.064,0.782,0.357,0.377,9.816,88.304,0.613,0.041,0.372,0.018,0.284,373424.654
Image1293,0.197,5.043,0.603,280.493,0.007203,0.254,0.255,4.456,3.612,1.431,11.556,62.000,0.122,28944.568,0.601,0.294,0.250,11.911,89.952,0.530,0.028,0.308,0.014,0.216,373424.654
Image1294,0.154,2.508,0.641,168.479,0.003578,0.200,-0.073,3.827,1.456,1.053,14.853,90.000,0.085,37901.172,0.465,0.214,0.232,10.745,88.411,0.388,0.025,0.229,0.011,0.170,373424.654
Image1295,0.141,3.190,0.603,120.984,0.003006,0.190,-0.492,5.181,1.879,1.311,9.816,90.000,0.078,19271.328,0.399,0.195,0.281,10.562,86.476,0.340,0.028,0.198,0.010,0.151,373424.654
Image1296,0.119,2.628,0.690,69.730,0.001780,0.158,-0.129,5.238,1.630,0.998,11.046,180.000,0.060,18144.036,0.354,0.177,0.202,10.365,88.120,0.299,0.021,0.172,0.009,0.129,373424.654
Image1297,0.114,2.033,0.613,63.896,0.001761,0.155,-0.425,5.680,0.940,1.093,11.146,141.700,0.059,22559.263,0.334,0.173,0.225,9.799,87.933,0.280,0.022,0.159,0.009,0.121,373424.654
Image1298,0.153,4.012,0.534,98.258,0.002925,0.206,-0.363,6.364,2.451,1.561,8.695,67.400,0.077,16069.281,0.441,0.212,0.300,10.000,87.064,0.362,0.030,0.213,0.011,0.164,373424.654
Image1299,0.116,2.310,0.579,57.232,0.001412,0.156,-0.300,5.290,1.198,1.112,10.492,60.000,0.053,15757.934,0.333,0.180,0.220,11.248,88.357,0.303,0.021,0.168,0.009,0.121,373424.654
Image1300,0.109,2.665,0.659,52.601,0.001377,0.147,-0.140,4.562,1.743,0.922,11.847,180.000,0.053,19794.713,0.308,0.178,0.200,11.497,87.168,0.290,0.020,0.159,0.009,0.115,373424.654
Image1301,0.158,3.128,0.524,123.032,0.003164,0.211,-0.368,5.159,1.620,1.508,8.619,88.200,0.080,17644.806,0.460,0.226,0.304,10.516,88.000,0.390,0.030,0.225,0.011,0.167,373424.654
Image1302,0.106,2.584,0.664,70.521,0.001337,0.139,-0.188,4.965,1.645,0.939,10.383,0.000,0.052,17499.869,0.314,0.149,0.178,10.911,88.436,0.263,0.018,0.155,0.007,0.114,373424.654
Image1303,0.096,3.312,0.739,77.125,0.001379,0.130,0.291,8.791,2.530,0.782,11.855,180.000,0.053,24282.410,0.276,0.166,0.163,11.275,88.066,0.259,0.017,0.140,0.008,0.102,373424.654
Image1304,0.273,7.625,0.582,465.297,0.02285,0.380,0.791,8.415,5.099,2.527,6.846,90.000,0.221,24529.340,0.767,0.595,0.438,11.692,88.757,0.817,0.044,0.397,0.031,0.280,373424.654
Image1305,0.218,7.250,0.596,413.772,0.01778,0.318,1.476,13.613,5.465,1.785,5.659,78.800,0.194,27371.727,0.566,0.564,0.338,13.219,87.686,0.737,0.035,0.326,0.030,0.217,373424.654
Image1306,0.175,5.338,0.722,319.463,0.01065,0.259,2.169,19.590,4.090,1.248,7.828,1.900,0.148,35579.487,0.447,0.490,0.227,14.039,88.273,0.634,0.024,0.273,0.026,0.174,373424.654
Image1307,0.166,6.523,0.714,324.045,0.01035,0.277,3.370,33.492,4.666,1.857,13.941,146.400,0.146,43706.727,0.395,0.536,0.271,13.991,88.147,0.605,0.026,0.239,0.030,0.152,373424.654
Image1308,0.281,6.756,0.483,527.811,0.02974,0.399,0.693,8.152,4.274,2.482,5.158,87.500,0.252,26091.445,0.739,0.629,0.501,12.871,87.397,0.865,0.050,0.410,0.033,0.282,373424.654
Image1309,0.229,5.118,0.487,503.315,0.01712,0.312,0.770,6.361,3.258,1.861,5.602,90.000,0.189,26577.254,0.644,0.491,0.310,12.781,89.003,0.720,0.033,0.351,0.025,0.238,373424.654
Image1310,0.180,5.038,0.960,356.107,0.01002,0.262,1.973,12.386,3.525,1.513,9.524,143.100,0.144,31738.642,0.444,0.525,0.183,15.952,90.627,0.705,0.020,0.302,0.028,0.173,373424.654
Image1311,0.163,3.618,0.706,376.322,0.01119,0.228,1.329,8.146,2.530,1.088,7.131,101.400,0.151,42439.865,0.423,0.405,0.185,15.846,90.220,0.585,0.020,0.272,0.021,0.163,373424.654
Image1312,0.272,6.720,0.431,620.790,0.03757,0.390,0.450,7.583,4.273,2.447,4.289,105.800,0.284,35627.800,0.695,0.607,0.542,12.924,86.609,0.846,0.053,0.391,0.032,0.269,373424.654
Image1313,0.292,9.062,0.495,712.989,0.03283,0.400,1.156,8.155,7.017,2.045,4.709,85.100,0.264,28966.040,0.809,0.672,0.331,13.937,89.749,0.972,0.038,0.473,0.034,0.302,373424.654
Image1314,0.209,4.882,0.916,474.852,0.01501,0.301,1.809,9.610,3.685,1.197,9.369,85.000,0.176,39828.305,0.471,0.624,0.209,18.177,90.426,0.841,0.022,0.381,0.031,0.197,373424.654
Image1315,0.166,5.831,0.733,471.530,0.01426,0.232,1.403,8.569,4.430,1.401,7.248,90.000,0.172,45934.471,0.440,0.418,0.180,15.016,90.077,0.595,0.020,0.273,0.022,0.167,373424.654
Image1316,0.300,6.245,0.501,835.476,0.05607,0.420,0.398,6.127,3.822,2.423,4.065,90.000,0.348,42807.577,0.774,0.649,0.538,12.792,85.871,0.919,0.055,0.436,0.033,0.307,373424.654
Image1317,0.306,7.893,0.522,872.220,0.04650,0.411,0.899,5.293,5.762,2.132,4.098,93.700,0.316,38365.509,0.820,0.673,0.337,15.803,89.836,1.024,0.038,0.522,0.032,0.317,373424.654
Image1318,0.293,7.995,0.925,973.913,0.05425,0.403,1.550,10.445,5.617,2.379,7.790,0.000,0.342,64811.246,0.722,0.675,0.298,18.899,92.059,0.996,0.031,0.508,0.033,0.289,373424.654
Image1319,0.290,9.283,0.871,987.608,0.06069,0.413,1.709,14.217,6.862,2.421,8.771,42.900,0.363,65393.681,0.761,0.684,0.362,15.653,90.379,0.964,0.037,0.476,0.035,0.290,373424.654
Image1320,0.174,5.383,0.747,396.243,0.01398,0.240,0.277,8.887,3.034,2.349,10.410,0.000,0.172,33547.677,0.502,0.315,0.305,10.971,88.569,0.458,0.030,0.250,0.016,0.182,373424.654
Image1321,0.129,3.600,0.819,200.852,0.004049,0.173,0.028,7.047,1.949,1.651,14.193,0.000,0.091,27009.383,0.382,0.198,0.215,10.221,87.916,0.318,0.022,0.185,0.010,0.140,373424.654
Image1322,0.112,3.438,0.759,166.194,0.002819,0.158,0.687,12.611,1.873,1.564,15.393,0.000,0.076,30018.179,0.320,0.220,0.198,10.622,88.141,0.295,0.020,0.157,0.011,0.117,373424.654
Image1323,0.098,3.950,0.750,195.645,0.003642,0.134,0.722,8.986,2.483,1.467,14.350,0.000,0.086,51753.446,0.292,0.189,0.143,10.974,89.569,0.268,0.015,0.145,0.010,0.104,373424.654
Image1324,0.137,4.252,0.773,427.347,0.01429,0.187,0.237,6.853,2.322,1.930,8.933,0.000,0.173,52107.737,0.394,0.248,0.226,11.715,88.589,0.379,0.023,0.202,0.013,0.145,373424.654
Image1325,0.187,6.560,0.631,304.712,0.009781,0.274,1.714,20.548,3.887,2.674,11.088,85.000,0.143,23267.847,0.533,0.416,0.312,10.574,88.795,0.489,0.031,0.261,0.021,0.191,373424.654
Image1326,0.143,4.837,0.612,193.516,0.004128,0.197,0.762,12.321,3.304,1.532,12.669,61.400,0.092,22846.454,0.414,0.255,0.238,10.720,87.921,0.367,0.025,0.205,0.013,0.152,373424.654
Image1327,0.129,4.746,0.755,160.005,0.003248,0.180,1.604,22.989,3.691,1.054,13.281,13.200,0.082,25275.500,0.378,0.256,0.190,10.648,88.675,0.346,0.020,0.186,0.013,0.137,373424.654
Image1328,0.102,2.751,0.799,156.457,0.002739,0.138,0.221,6.269,1.705,1.046,14.042,0.000,0.075,41285.733,0.297,0.184,0.163,10.895,88.227,0.275,0.017,0.148,0.009,0.109,373424.654
Image1329,0.128,4.480,0.677,326.505,0.008989,0.173,0.608,10.872,2.777,1.703,10.255,90.000,0.137,42791.473,0.378,0.226,0.203,10.655,89.077,0.337,0.021,0.185,0.011,0.136,373424.654
Image1330,0.178,5.894,0.513,331.049,0.01017,0.247,0.686,12.820,3.628,2.265,8.815,69.200,0.146,22524.371,0.514,0.323,0.304,11.071,88.574,0.466,0.030,0.257,0.016,0.187,373424.654
Image1331,0.158,6.537,0.529,310.109,0.006494,0.219,1.315,16.784,5.173,1.364,9.075,69.000,0.116,19512.890,0.464,0.317,0.232,10.333,88.541,0.421,0.025,0.225,0.016,0.168,373424.654
Image1332,0.118,3.610,0.643,196.493,0.003633,0.172,1.913,16.413,2.569,1.041,10.036,178.200,0.086,22489.478,0.333,0.310,0.153,11.643,89.353,0.380,0.017,0.173,0.016,0.121,373424.654
Image1333,0.112,3.153,0.754,176.444,0.003130,0.152,0.859,8.397,2.208,0.945,12.494,90.000,0.080,26910.074,0.327,0.225,0.156,11.590,89.173,0.324,0.017,0.167,0.012,0.117,373424.654
Image1334,0.113,3.679,0.688,276.306,0.006793,0.155,0.244,8.436,2.139,1.540,9.692,90.000,0.119,36191.446,0.331,0.200,0.192,10.921,88.736,0.299,0.019,0.164,0.010,0.120,373424.654
Image1335,0.179,5.683,0.539,327.337,0.01167,0.256,0.841,11.750,3.830,1.853,7.509,90.000,0.157,22502.898,0.491,0.384,0.326,11.477,87.775,0.498,0.032,0.253,0.020,0.182,373424.654
Image1336,0.171,7.062,0.546,403.366,0.009267,0.235,1.285,16.523,5.085,1.977,8.300,66.200,0.139,24636.701,0.501,0.340,0.241,11.082,89.093,0.477,0.026,0.250,0.017,0.181,373424.654
Image1337,0.117,4.482,0.871,240.621,0.003737,0.167,2.084,18.808,3.759,0.722,12.408,84.200,0.088,26426.949,0.325,0.303,0.129,12.625,89.771,0.400,0.015,0.177,0.016,0.119,373424.654
Image1338,0.128,6.620,0.610,264.919,0.004852,0.177,1.292,13.243,5.765,0.855,8.931,84.000,0.100,24711.854,0.360,0.278,0.168,12.582,88.761,0.392,0.018,0.196,0.014,0.134,373424.654
Image1339,0.149,4.330,0.526,435.048,0.01561,0.214,0.086,9.505,2.470,1.860,6.905,90.000,0.181,43301.439,0.392,0.290,0.316,12.130,86.909,0.408,0.030,0.209,0.015,0.149,373424.654
Image1340,0.166,5.614,0.532,335.616,0.01154,0.231,0.299,9.488,3.451,2.163,7.759,90.000,0.155,27723.335,0.471,0.311,0.291,11.497,88.478,0.453,0.029,0.240,0.016,0.172,373424.654
Image1341,0.192,4.802,0.507,566.737,0.01881,0.262,0.787,6.846,3.466,1.336,6.152,63.800,0.199,38228.624,0.537,0.405,0.269,13.086,89.079,0.600,0.028,0.298,0.021,0.201,373424.654
Image1342,0.161,4.910,0.842,501.827,0.01302,0.236,2.031,15.673,3.582,1.328,11.083,0.000,0.164,46954.402,0.408,0.448,0.194,14.923,89.850,0.592,0.020,0.257,0.024,0.157,373424.654
Image1343,0.149,7.649,0.785,487.749,0.01247,0.208,1.370,11.011,5.900,1.749,10.276,0.000,0.161,43043.772,0.404,0.351,0.183,14.238,90.066,0.494,0.020,0.237,0.018,0.150,373424.654
Image1344,0.256,6.129,0.664,937.550,0.06599,0.358,-0.034,5.663,3.728,2.401,4.160,90.000,0.379,61126.075,0.625,0.495,0.515,13.443,83.948,0.730,0.052,0.369,0.025,0.265,373424.654
Image1345,0.248,5.550,0.613,398.049,0.01531,0.329,0.033,5.149,2.899,2.651,9.029,61.000,0.180,25804.254,0.737,0.398,0.395,10.809,88.631,0.650,0.041,0.365,0.020,0.268,373424.654
Image1346,0.188,7.548,0.757,300.253,0.009435,0.273,2.164,31.751,5.413,2.135,12.426,0.000,0.141,34833.327,0.540,0.367,0.310,10.756,88.295,0.469,0.032,0.267,0.019,0.197,373424.654
Image1347,0.132,5.246,0.639,192.843,0.004302,0.193,2.551,43.598,3.471,1.775,11.956,0.000,0.094,47158.388,0.390,0.234,0.222,9.832,88.571,0.307,0.022,0.185,0.012,0.140,373424.654
Image1348,0.123,4.287,0.696,182.429,0.003454,0.177,2.120,27.735,2.958,1.330,13.779,0.000,0.084,37434.151,0.367,0.239,0.184,9.381,88.218,0.289,0.020,0.172,0.012,0.133,373424.654
Image1349,0.130,4.470,0.737,220.682,0.005800,0.171,0.031,6.138,2.625,1.844,11.401,90.000,0.110,43406.116,0.399,0.186,0.202,9.441,88.543,0.313,0.021,0.187,0.009,0.143,373424.654
Image1350,0.253,9.939,0.626,369.290,0.01374,0.333,0.113,6.561,7.620,2.319,9.196,58.300,0.171,23345.684,0.766,0.390,0.393,10.662,89.313,0.656,0.041,0.374,0.020,0.273,373424.654
Image1351,0.178,4.735,0.743,229.196,0.006111,0.234,0.272,7.082,3.365,1.371,10.948,32.800,0.112,31091.791,0.551,0.259,0.267,9.650,89.157,0.438,0.028,0.259,0.013,0.196,373424.654
Image1352,0.127,3.316,0.615,146.211,0.002716,0.168,0.463,7.837,2.242,1.074,12.804,169.800,0.074,36712.148,0.387,0.200,0.182,9.590,88.309,0.304,0.020,0.183,0.010,0.140,373424.654
Image1353,0.115,3.394,0.654,130.437,0.002409,0.153,-0.090,7.403,2.186,1.207,12.144,101.900,0.070,38663.437,0.337,0.166,0.198,9.314,86.943,0.266,0.020,0.159,0.008,0.126,373424.654
Image1354,0.126,4.652,0.643,183.993,0.004897,0.168,0.062,6.980,2.407,2.244,11.706,90.000,0.101,44248.901,0.382,0.200,0.198,10.007,88.732,0.322,0.021,0.183,0.010,0.137,373424.654
Image1355,0.240,8.875,0.495,312.475,0.01151,0.313,0.084,5.334,6.397,2.478,8.073,77.200,0.156,22647.836,0.728,0.360,0.345,10.992,89.013,0.623,0.037,0.363,0.018,0.264,373424.654
Image1356,0.193,5.749,0.592,237.237,0.005992,0.262,1.035,11.765,3.643,2.106,10.113,51.500,0.112,22355.277,0.584,0.342,0.270,10.383,89.364,0.489,0.029,0.282,0.017,0.209,373424.654
Image1357,0.120,5.293,0.695,150.472,0.002798,0.173,3.115,48.687,4.554,0.739,12.511,16.300,0.076,37358.999,0.357,0.237,0.169,10.442,89.123,0.308,0.018,0.173,0.012,0.127,373424.654
Image1358,0.119,4.314,0.655,155.881,0.002845,0.159,0.414,7.963,3.038,1.275,12.036,100.900,0.076,32143.930,0.354,0.193,0.189,10.432,88.073,0.302,0.020,0.172,0.010,0.129,373424.654
Image1359,0.131,4.118,0.736,180.458,0.004778,0.174,0.101,6.983,2.316,1.802,12.933,90.000,0.100,37748.183,0.398,0.196,0.205,10.152,88.964,0.322,0.021,0.191,0.010,0.143,373424.654
Image1360,0.231,6.780,0.551,304.594,0.01117,0.301,0.121,4.911,4.194,2.586,8.240,90.000,0.153,26435.001,0.703,0.351,0.333,10.708,89.146,0.603,0.036,0.345,0.018,0.253,373424.654
Image1361,0.193,5.751,0.578,318.103,0.007181,0.252,0.762,9.819,4.531,1.220,9.394,63.000,0.122,24239.465,0.602,0.302,0.230,10.409,89.895,0.493,0.027,0.291,0.015,0.213,373424.654
Image1362,0.116,5.104,0.891,211.789,0.004284,0.169,2.645,30.008,3.988,1.115,13.590,41.800,0.095,38231.308,0.338,0.276,0.146,10.659,89.119,0.316,0.016,0.166,0.014,0.123,373424.654
Image1363,0.131,5.744,0.876,181.329,0.004022,0.195,3.407,51.577,4.543,1.201,14.290,180.000,0.091,39981.295,0.377,0.254,0.205,11.073,88.545,0.325,0.021,0.188,0.013,0.137,373424.654
Image1364,0.129,5.018,0.616,225.978,0.008001,0.183,-0.239,11.599,2.755,2.263,9.667,90.000,0.130,51152.223,0.360,0.232,0.253,11.300,87.647,0.338,0.024,0.183,0.012,0.134,373424.654
Image1365,0.237,6.203,0.560,369.460,0.01405,0.314,0.393,7.523,3.798,2.404,8.785,90.000,0.171,37012.759,0.725,0.367,0.340,10.519,89.201,0.603,0.037,0.353,0.018,0.260,373424.654
Image1366,0.184,4.636,0.571,316.701,0.007553,0.238,0.399,5.554,3.197,1.439,9.802,90.000,0.125,32205.663,0.576,0.276,0.228,10.470,90.018,0.471,0.026,0.279,0.014,0.204,373424.654
Image1367,0.124,4.278,0.773,235.780,0.004110,0.176,1.708,17.571,3.457,0.821,12.934,0.000,0.092,31956.048,0.355,0.278,0.171,11.351,88.924,0.352,0.018,0.181,0.014,0.130,373424.654
Image1368,0.142,6.066,0.882,277.673,0.008193,0.206,1.930,21.780,3.449,2.617,12.363,0.000,0.131,51514.567,0.401,0.319,0.213,11.737,88.787,0.411,0.022,0.208,0.017,0.147,373424.654
Image1369,0.178,7.797,0.868,365.438,0.01819,0.265,-0.343,15.193,4.044,3.753,10.327,90.000,0.196,64797.826,0.453,0.362,0.413,12.480,86.780,0.500,0.038,0.248,0.019,0.174,373424.654
Image1370,0.175,7.946,0.695,648.013,0.04514,0.255,-0.516,13.535,3.995,3.951,3.865,0.000,0.313,91957.515,0.458,0.294,0.420,10.352,85.780,0.405,0.040,0.226,0.015,0.175,373424.654
Image1371,0.130,5.928,0.797,514.876,0.03149,0.203,1.142,19.035,3.374,2.554,3.959,0.000,0.259,105552.121,0.329,0.335,0.286,11.490,86.796,0.382,0.027,0.171,0.018,0.124,373424.654
Image1372,0.115,8.693,0.734,419.233,0.02042,0.205,4.597,70.597,6.070,2.622,7.452,0.000,0.207,102261.502,0.260,0.391,0.221,13.343,86.571,0.422,0.021,0.152,0.022,0.102,373424.654
Image1373,0.162,7.635,0.574,585.185,0.03777,0.264,2.410,23.626,4.345,3.290,6.017,159.900,0.282,109784.835,0.360,0.539,0.290,15.110,88.345,0.656,0.026,0.243,0.030,0.142,373424.654
Image1374,0.264,11.349,0.688,806.254,0.07226,0.435,2.046,21.403,7.033,4.315,13.197,139.400,0.396,118411.304,0.493,0.853,0.536,16.993,83.717,1.014,0.053,0.414,0.046,0.232,373424.654
Image1375,0.152,7.365,0.622,490.411,0.03217,0.241,0.119,24.357,4.541,2.823,4.294,90.000,0.263,87045.742,0.377,0.294,0.415,10.857,86.009,0.348,0.038,0.190,0.015,0.144,373424.654
Image1376,0.117,5.573,0.650,388.107,0.01852,0.189,2.203,27.734,3.884,1.690,4.373,0.000,0.197,89442.580,0.297,0.325,0.242,11.855,88.015,0.343,0.022,0.155,0.018,0.110,373424.654
Image1377,0.100,5.892,0.752,377.280,0.01533,0.163,2.727,28.283,3.119,2.773,6.163,0.000,0.179,89737.823,0.239,0.304,0.187,13.561,87.727,0.346,0.018,0.140,0.017,0.092,373424.654
Image1378,0.122,5.412,0.717,393.543,0.01733,0.209,3.604,35.582,3.503,1.909,7.747,0.000,0.190,95806.412,0.258,0.429,0.200,15.389,86.896,0.514,0.019,0.175,0.025,0.105,373424.654
Image1379,0.151,7.871,0.685,470.041,0.02521,0.241,1.881,25.340,4.705,3.165,10.362,123.100,0.230,110799.398,0.366,0.411,0.289,13.096,86.151,0.477,0.028,0.210,0.023,0.145,373424.654
Image1380,0.162,7.766,0.568,488.129,0.03228,0.246,0.016,16.017,4.801,2.964,4.550,77.700,0.263,81495.170,0.412,0.315,0.417,11.038,86.207,0.399,0.038,0.209,0.016,0.156,373424.654
Image1381,0.124,10.739,0.739,370.966,0.01538,0.297,8.370,147.878,7.600,3.139,14.661,90.000,0.180,73343.774,0.271,0.463,0.329,11.490,86.882,0.307,0.028,0.140,0.025,0.102,373424.654
Image1382,0.111,5.666,0.770,396.594,0.01474,0.184,3.932,40.897,4.448,1.218,6.370,0.000,0.176,75437.317,0.276,0.371,0.150,13.085,88.832,0.409,0.015,0.155,0.021,0.103,373424.654
Image1383,0.131,6.311,0.822,440.341,0.01814,0.208,2.996,26.793,4.226,2.085,7.025,129.100,0.195,84509.335,0.307,0.444,0.168,14.744,89.264,0.561,0.017,0.198,0.025,0.119,373424.654
Image1384,0.107,4.633,0.834,382.168,0.01631,0.184,3.023,28.498,2.997,1.636,8.120,90.000,0.184,101633.439,0.253,0.367,0.200,12.496,87.443,0.386,0.019,0.138,0.021,0.096,373424.654
Image1385,0.141,9.635,0.776,438.976,0.02466,0.236,3.664,74.584,6.517,3.118,8.431,90.000,0.228,79766.656,0.356,0.301,0.358,10.843,86.435,0.322,0.033,0.179,0.016,0.135,373424.654
Image1386,0.104,4.750,0.570,382.510,0.01348,0.155,2.052,25.447,3.381,1.369,4.788,90.000,0.167,74296.605,0.289,0.234,0.179,11.499,88.201,0.282,0.018,0.148,0.012,0.106,373424.654
Image1387,0.132,6.940,0.773,473.969,0.02080,0.238,5.313,61.593,5.713,1.227,7.296,28.000,0.210,77606.012,0.298,0.506,0.159,14.272,89.409,0.551,0.016,0.184,0.030,0.113,373424.654
Image1388,0.129,6.217,0.971,416.115,0.01688,0.216,3.568,30.089,4.977,1.241,7.534,34.800,0.189,83344.466,0.286,0.493,0.146,15.019,89.261,0.608,0.015,0.191,0.029,0.112,373424.654
Image1389,0.144,7.278,0.758,479.283,0.02668,0.259,2.690,29.152,4.855,2.423,9.557,90.000,0.237,101053.689,0.307,0.525,0.321,12.848,85.702,0.563,0.030,0.174,0.030,0.121,373424.654
Image1390,0.160,7.902,0.572,545.477,0.03646,0.225,-0.347,10.550,5.123,2.780,4.905,114.200,0.278,100881.911,0.432,0.240,0.363,11.154,86.554,0.377,0.035,0.218,0.012,0.163,373424.654
Image1391,0.175,9.519,0.482,594.599,0.03547,0.363,4.047,51.987,5.447,4.072,12.042,170.600,0.275,95301.815,0.376,0.670,0.443,12.089,86.920,0.523,0.038,0.201,0.038,0.143,373424.654
Image1392,0.187,8.790,0.778,610.917,0.03625,0.350,3.306,32.448,5.596,3.194,11.310,30.000,0.278,95870.829,0.353,0.725,0.375,16.612,89.317,0.831,0.029,0.264,0.045,0.142,373424.654
Image1393,0.142,9.420,0.773,466.691,0.02176,0.270,4.630,56.745,6.444,2.977,12.047,154.700,0.214,100975.852,0.295,0.552,0.243,15.528,90.316,0.630,0.019,0.196,0.034,0.113,373424.654
Image1394,0.187,7.084,0.721,689.063,0.04892,0.287,1.778,17.644,4.958,2.126,6.332,49.900,0.323,108163.682,0.453,0.505,0.334,13.405,85.926,0.619,0.034,0.262,0.028,0.180,373424.654
Image1395,0.598,31.767,0.090,955.776,0.1757,1.276,0.463,20.145,18.114,13.653,10.675,51.700,0.674,75176.966,0.726,2.223,2.057,17.529,81.908,2.721,0.194,0.689,0.145,0.375,373424.654
Image1396,0.180,14.230,0.147,391.355,0.01971,0.356,0.368,44.641,8.701,5.529,12.187,39.700,0.206,76803.488,0.433,0.551,0.503,11.459,88.835,0.476,0.039,0.221,0.030,0.157,373424.654
Image1397,0.091,5.369,0.635,297.871,0.009744,0.134,2.194,33.212,3.437,1.932,8.224,0.000,0.142,97387.305,0.255,0.197,0.154,11.864,89.101,0.255,0.015,0.132,0.010,0.092,373424.654
Image1398,0.121,7.063,0.649,341.539,0.01505,0.231,5.040,53.509,4.043,3.020,8.912,0.000,0.178,107331.633,0.287,0.471,0.218,11.330,87.813,0.368,0.020,0.147,0.026,0.106,373424.654
Image1399,0.147,6.482,0.682,576.664,0.03662,0.228,2.493,25.282,3.888,2.593,6.947,180.000,0.278,123269.396,0.389,0.396,0.239,12.090,88.238,0.441,0.024,0.205,0.021,0.145,373424.654
Image1400,0.317,28.737,0.621,692.745,0.07157,0.821,6.637,107.037,18.893,9.845,8.887,173.600,0.406,73990.625,0.580,1.363,1.032,11.088,85.095,0.666,0.089,0.298,0.074,0.227,373424.654
Image1401,0.107,5.866,0.617,324.791,0.01208,0.162,2.381,39.953,3.804,2.062,6.590,63.300,0.159,80502.079,0.299,0.220,0.202,11.112,88.136,0.275,0.020,0.150,0.011,0.109,373424.654
Image1402,0.109,5.720,0.675,302.698,0.01062,0.181,4.309,56.242,4.358,1.362,7.537,23.600,0.150,85459.481,0.280,0.326,0.178,12.223,87.843,0.342,0.018,0.150,0.018,0.105,373424.654
Image1403,0.088,5.239,0.694,263.882,0.007625,0.142,4.498,62.776,3.300,1.939,7.848,0.000,0.126,90199.476,0.242,0.231,0.132,11.692,88.879,0.249,0.013,0.125,0.012,0.088,373424.654
Image1404,0.140,7.670,0.758,465.816,0.02575,0.255,4.981,64.587,5.243,2.427,11.016,0.000,0.233,119501.020,0.346,0.465,0.255,11.879,87.977,0.407,0.024,0.181,0.026,0.129,373424.654
Image1405,0.269,22.779,0.151,528.965,0.05316,0.673,8.407,165.162,16.178,6.601,8.587,56.300,0.347,80059.215,0.543,0.975,0.871,11.831,86.584,0.593,0.072,0.284,0.055,0.205,373424.654
Image1406,0.104,5.287,0.661,255.251,0.007121,0.153,2.754,43.132,3.550,1.737,7.386,77.100,0.122,64048.982,0.299,0.213,0.159,11.540,89.234,0.276,0.016,0.152,0.011,0.108,373424.654
Image1407,0.113,4.763,0.733,279.199,0.007080,0.164,2.630,30.556,3.841,0.922,8.319,38.700,0.121,59139.893,0.317,0.260,0.142,13.021,90.004,0.343,0.015,0.173,0.014,0.116,373424.654
Image1408,0.078,4.481,0.818,213.307,0.004653,0.120,4.273,57.565,3.493,0.987,8.629,0.000,0.098,72412.416,0.221,0.201,0.085,12.299,90.525,0.236,0.010,0.116,0.011,0.080,373424.654
Image1409,0.102,5.097,0.881,326.167,0.01151,0.149,2.210,26.807,3.253,1.845,9.678,0.000,0.154,102419.860,0.291,0.224,0.153,11.545,88.987,0.282,0.016,0.149,0.012,0.106,373424.654
Image1410,0.139,6.914,0.499,335.019,0.01528,0.198,0.503,22.419,4.074,2.840,6.799,90.000,0.179,66676.646,0.398,0.231,0.272,11.110,88.325,0.351,0.026,0.199,0.012,0.145,373424.654
Image1411,0.110,4.915,0.556,232.436,0.005345,0.157,2.134,29.521,3.531,1.385,7.633,90.000,0.105,49670.639,0.326,0.220,0.158,11.348,89.984,0.303,0.016,0.164,0.011,0.116,373424.654
Image1412,0.121,6.982,0.629,224.484,0.006005,0.240,4.182,50.250,5.000,1.981,12.828,26.800,0.113,56912.149,0.277,0.425,0.284,13.184,89.710,0.354,0.022,0.153,0.025,0.102,373424.654
Image1413,0.117,5.712,0.905,309.301,0.009897,0.194,4.475,48.928,4.553,1.158,9.345,180.000,0.145,75034.713,0.302,0.358,0.149,13.234,89.761,0.378,0.015,0.168,0.020,0.111,373424.654
Image1414,0.124,4.668,0.899,367.768,0.01466,0.179,1.778,18.577,3.093,1.575,9.328,90.000,0.174,97016.909,0.353,0.278,0.184,11.620,88.971,0.353,0.019,0.181,0.014,0.128,373424.654
Image1415,0.147,6.999,0.408,369.126,0.01615,0.198,-0.005,11.873,4.165,2.834,7.889,117.800,0.184,78735.988,0.442,0.221,0.240,11.099,89.437,0.377,0.024,0.219,0.011,0.158,373424.654
Image1416,0.124,4.584,0.571,266.780,0.006375,0.162,0.484,7.312,3.042,1.542,10.582,131.800,0.114,65984.167,0.359,0.204,0.164,13.246,89.399,0.348,0.018,0.194,0.010,0.132,373424.654
Image1417,0.099,5.186,0.785,238.109,0.005254,0.135,1.719,21.249,3.719,1.467,8.902,0.000,0.104,80115.579,0.291,0.197,0.110,12.756,90.679,0.294,0.013,0.156,0.010,0.105,373424.654
