name,Sa,Sz,Str,Spc,Sdr,Sq,Ssk,Sku,Sp,Sv,Sal,Std,Sdq,Spd,Sk,Spk,Svk,Smr1,Smr2,Sxp,Vvv,Vvc,Vmp,Vmc,Area size
Image2424,0.354,14.963,0.902,407.923,0.02149,0.487,0.448,8.716,3.905,11.058,18.214,90.000,0.214,39809.517,0.961,0.764,0.517,14.163,89.284,1.145,0.052,0.565,0.038,0.363,373424.654
Image2425,1.188,52.738,0.460,938.016,0.2744,2.175,-3.157,34.188,14.226,38.512,10.125,50.400,0.868,24690.382,2.120,2.860,4.828,18.251,87.253,3.972,0.370,1.693,0.146,0.882,373424.654
Image2426,1.102,51.371,0.591,894.397,0.2074,1.833,-1.161,19.971,13.203,38.168,11.574,33.400,0.738,32390.861,2.323,2.674,3.524,15.758,87.180,3.604,0.288,1.525,0.146,0.916,373424.654
Image2427,0.652,44.231,0.485,630.595,0.08596,1.073,-2.711,53.172,7.958,36.273,10.909,30.000,0.451,40000.083,1.319,1.559,1.747,18.930,87.337,2.266,0.146,1.016,0.080,0.563,373424.654
Image2428,0.462,27.112,0.782,463.022,0.03507,0.689,0.129,12.095,5.430,21.682,17.834,38.900,0.286,40794.556,1.035,1.113,0.948,17.029,86.690,1.608,0.090,0.716,0.059,0.428,373424.654
Image2429,0.535,25.795,0.548,671.830,0.06505,0.828,-0.877,17.745,7.054,18.741,12.557,44.700,0.395,32788.097,1.204,1.279,1.282,16.136,87.077,1.840,0.113,0.810,0.067,0.490,373424.654
Image2430,1.006,40.944,0.684,991.814,0.1931,1.727,-2.691,35.904,11.216,29.728,10.842,30.600,0.706,33233.646,1.943,2.396,3.123,18.618,86.583,3.349,0.262,1.526,0.121,0.832,373424.654
Image2431,1.017,48.132,0.830,785.357,0.1851,1.777,-2.079,29.349,12.328,35.804,11.171,47.900,0.689,37423.415,1.884,2.645,3.447,18.446,87.364,3.778,0.272,1.466,0.147,0.784,373424.654
Image2432,0.976,48.327,0.717,947.328,0.1783,1.565,-2.434,30.510,11.524,36.803,11.473,30.900,0.684,34419.987,2.332,2.011,2.914,15.624,89.330,3.025,0.220,1.455,0.102,0.879,373424.654
Image2433,0.795,37.372,0.824,915.713,0.1254,1.209,-0.359,17.304,13.130,24.242,12.371,167.200,0.553,36902.714,1.939,1.895,1.786,14.684,88.190,2.641,0.157,1.201,0.098,0.743,373424.654
Image2434,0.611,22.705,0.369,892.576,0.09115,0.961,-0.548,13.459,8.676,14.029,10.346,40.900,0.457,33899.285,1.395,1.541,1.578,14.668,87.210,2.091,0.137,0.877,0.082,0.545,373424.654
Image2435,1.110,47.439,0.581,1032.593,0.2439,1.936,-1.468,20.890,12.716,34.724,11.154,44.900,0.792,38448.714,2.143,2.924,3.596,16.675,86.496,3.951,0.300,1.519,0.166,0.882,373424.654
Image2436,0.858,42.523,0.666,779.478,0.1390,1.546,-2.142,26.203,12.457,30.066,10.915,100.400,0.599,32141.246,1.786,2.173,2.989,15.967,88.483,2.888,0.220,1.190,0.120,0.702,373424.654
Image2437,0.538,35.434,0.823,659.279,0.07900,0.860,-3.614,78.995,6.351,29.084,13.691,180.000,0.445,32036.569,1.282,1.161,1.240,16.233,87.890,1.734,0.109,0.831,0.059,0.504,373424.654
Image2438,0.394,21.653,0.692,615.253,0.04035,0.595,-1.205,37.437,6.786,14.867,12.188,53.700,0.308,32809.570,0.988,0.857,0.819,15.246,88.713,1.241,0.072,0.605,0.045,0.382,373424.654
Image2439,0.418,18.131,0.609,886.182,0.08951,0.625,-0.528,11.538,4.262,13.869,7.134,39.000,0.449,47783.767,0.960,0.946,0.999,15.245,86.179,1.352,0.092,0.626,0.048,0.391,373424.654
Image2440,2.322,194.243,0.508,1200.281,1.009,5.815,-2.534,32.715,82.658,111.584,11.192,151.800,1.778,42413.025,0.534,6.089,14.260,36.306,85.707,10.467,1.038,2.808,0.536,0.778,373424.654
Image2441,1.991,119.151,0.146,2045.285,0.8549,4.543,-2.700,23.756,42.807,76.344,11.118,147.700,1.621,29661.204,1.362,6.604,12.555,22.001,86.459,8.290,0.883,2.702,0.366,0.888,373424.654
Image2442,0.424,33.145,0.218,209.165,0.01523,0.689,-1.547,57.983,12.599,20.546,13.147,116.400,0.191,12365.321,0.951,1.210,0.739,10.816,80.376,1.326,0.074,0.525,0.063,0.446,373424.654
Image2443,0.378,29.858,0.133,229.246,0.02013,0.761,-2.504,38.346,12.568,17.290,13.733,113.900,0.215,15237.232,0.682,1.272,1.416,11.350,84.534,1.372,0.124,0.362,0.069,0.271,373424.654
Image2444,0.914,95.271,0.102,342.199,0.1369,2.462,-5.304,74.393,24.375,70.896,10.253,118.900,0.606,17999.098,0.574,3.719,4.408,15.940,80.947,3.929,0.425,0.831,0.221,0.339,373424.654
Image2445,0.730,58.202,0.664,501.421,0.08610,1.477,-4.966,92.025,13.028,45.173,11.556,124.900,0.456,30847.544,1.012,1.856,2.846,23.218,86.356,2.750,0.231,0.986,0.116,0.455,373424.654
Image2446,1.111,102.072,0.142,509.410,0.2441,2.806,-4.429,59.622,23.317,78.755,9.176,141.600,0.806,20548.925,1.018,4.598,5.845,17.191,85.903,5.143,0.423,1.540,0.243,0.598,373424.654
Image2447,1.051,59.222,0.365,514.084,0.09895,2.102,-2.827,26.959,18.301,40.920,12.881,123.800,0.498,16082.701,1.652,3.222,5.688,15.991,88.985,3.958,0.347,1.412,0.169,0.722,373424.654
Image2448,0.363,23.674,0.130,188.514,0.01938,0.842,-2.114,30.685,7.026,16.648,11.443,122.800,0.208,15145.975,0.511,1.420,1.549,12.535,83.909,1.470,0.135,0.288,0.084,0.211,373424.654
Image2449,0.523,43.232,0.051,219.618,0.04142,1.226,-3.847,60.392,9.369,33.863,12.074,131.400,0.324,13669.759,0.487,1.780,2.696,18.023,84.125,2.242,0.226,0.531,0.115,0.238,373424.654
Image2450,0.687,61.279,0.463,412.071,0.08523,1.598,-8.717,166.366,11.489,49.790,10.555,123.800,0.462,24902.420,0.972,1.608,3.386,25.316,89.898,2.472,0.200,0.934,0.101,0.456,373424.654
Image2451,0.193,57.239,0.234,126.474,0.02406,0.553,-26.941,1917.402,5.636,51.603,7.839,144.300,0.281,14595.749,0.405,0.740,0.550,10.431,85.470,0.476,0.049,0.201,0.038,0.156,373424.654
Image2452,0.637,42.928,0.177,357.656,0.05824,1.381,-4.168,57.572,12.386,30.542,10.451,128.500,0.379,16335.000,0.834,2.208,1.847,15.701,77.616,2.510,0.188,0.804,0.123,0.522,373424.654
Image2453,0.407,40.205,0.048,231.519,0.02865,0.945,-4.079,67.015,9.505,30.700,9.690,122.700,0.263,14168.989,0.501,1.411,1.918,14.705,84.069,1.644,0.164,0.356,0.088,0.215,373424.654
Image2454,0.229,23.197,0.109,163.744,0.01007,0.524,-0.448,64.376,10.351,12.846,12.028,117.100,0.154,13183.950,0.415,0.783,0.942,13.208,87.277,0.721,0.071,0.231,0.047,0.157,373424.654
Image2455,2.070,117.945,0.532,1802.051,0.6618,4.185,-2.783,28.045,35.229,82.716,10.537,101.900,1.377,32949.139,2.019,5.457,10.290,23.270,84.209,7.586,0.879,2.699,0.308,1.069,373424.654
Image2456,0.206,28.571,0.209,128.119,0.01217,0.532,-9.318,261.401,6.796,21.775,10.620,150.000,0.172,23458.413,0.447,0.600,0.709,10.663,86.518,0.476,0.058,0.223,0.031,0.170,373424.654
Image2457,0.560,34.410,0.106,338.397,0.03841,1.115,-1.892,31.088,12.184,22.226,13.414,131.800,0.297,23624.823,0.869,1.637,1.613,18.189,81.653,2.235,0.157,0.691,0.107,0.439,373424.654
Image2458,0.979,57.155,0.239,538.980,0.08789,2.075,-1.831,21.581,19.421,37.734,15.455,118.500,0.461,14603.801,0.656,3.202,3.944,20.240,78.082,3.818,0.415,1.186,0.190,0.522,373424.654
Image2459,0.401,31.358,0.045,265.747,0.02684,0.947,-0.523,30.818,13.927,17.431,12.068,56.800,0.244,13506.034,0.533,1.736,1.570,14.008,84.064,1.814,0.135,0.356,0.109,0.230,373424.654
Image2460,2.580,92.854,0.366,1755.753,0.6967,4.739,-2.878,22.215,21.670,71.184,10.756,106.100,1.406,36062.613,3.364,5.343,11.531,22.115,83.648,7.397,1.047,3.436,0.242,1.623,373424.654
Image2461,0.255,22.365,0.310,220.083,0.02526,0.622,-5.335,92.225,6.847,15.518,7.218,105.400,0.243,28107.151,0.447,0.965,0.963,12.337,85.761,1.001,0.078,0.255,0.055,0.178,373424.654
Image2462,0.414,27.820,0.083,417.982,0.04075,0.785,-1.502,37.264,11.941,15.879,10.434,125.900,0.299,30871.701,0.668,1.322,1.282,16.769,83.406,1.592,0.118,0.561,0.076,0.315,373424.654
Image2463,1.681,160.860,0.644,1428.247,0.3013,3.837,7.045,145.559,103.858,57.002,16.822,109.500,0.891,39696.788,1.855,5.207,5.200,19.816,77.644,5.430,0.544,2.121,0.329,1.238,373424.654
Image2464,0.901,49.041,0.281,1161.347,0.1443,1.916,-2.315,23.467,12.939,36.103,13.297,63.100,0.602,26867.130,0.820,2.977,3.860,19.288,81.359,3.550,0.368,1.176,0.164,0.499,373424.654
Image2465,0.170,3.503,0.559,109.060,0.002353,0.225,-0.339,4.930,1.806,1.698,11.559,47.100,0.069,14236.089,0.511,0.236,0.302,9.087,87.806,0.398,0.030,0.238,0.012,0.186,373424.654
Image2466,0.115,1.909,0.603,55.539,0.0007581,0.150,-0.595,4.738,0.849,1.060,14.198,33.100,0.039,19091.498,0.338,0.133,0.210,9.448,86.982,0.258,0.021,0.161,0.007,0.126,373424.654
Image2467,0.093,2.522,0.610,58.717,0.0006754,0.120,-0.425,4.528,1.518,1.004,14.742,0.000,0.037,25632.476,0.291,0.106,0.158,9.184,89.163,0.216,0.016,0.134,0.005,0.102,373424.654
Image2468,0.091,3.701,0.763,61.454,0.0006506,0.117,-0.194,4.609,2.420,1.281,18.344,0.000,0.036,24808.479,0.280,0.107,0.144,10.167,88.962,0.214,0.015,0.134,0.005,0.100,373424.654
Image2469,0.656,37.931,0.033,379.780,0.07380,1.697,-1.779,23.741,12.626,25.305,9.664,23.600,0.423,21262.877,0.394,3.074,3.873,17.473,85.896,3.990,0.283,0.514,0.222,0.197,373424.654
Image2470,0.153,8.467,0.557,145.029,0.003145,0.217,-0.295,15.189,5.736,2.732,10.780,49.400,0.081,15940.448,0.422,0.234,0.329,10.234,86.393,0.355,0.032,0.206,0.012,0.159,373424.654
Image2471,0.123,2.491,0.526,77.712,0.001259,0.162,-0.313,4.782,1.231,1.260,12.741,54.900,0.050,16074.649,0.368,0.172,0.212,9.594,88.096,0.298,0.022,0.174,0.009,0.134,373424.654
Image2472,0.316,40.201,0.165,190.932,0.02124,0.990,-2.373,64.692,18.851,21.349,24.419,24.300,0.226,20122.165,0.311,1.745,1.548,14.879,88.037,2.012,0.101,0.206,0.122,0.122,373424.654
Image2473,1.195,46.749,0.064,757.522,0.08280,2.250,-1.279,9.688,10.097,36.651,25.568,25.900,0.435,21348.766,0.636,3.762,5.918,23.714,81.723,4.597,0.553,1.895,0.165,0.558,373424.654
Image2474,0.842,42.812,0.044,606.306,0.09544,1.979,-2.582,22.873,12.366,30.447,15.456,24.900,0.486,22951.131,0.604,3.210,4.906,19.195,85.601,3.915,0.369,1.082,0.189,0.352,373424.654
Image2475,0.155,4.165,0.485,147.951,0.003470,0.216,-0.565,8.524,1.662,2.503,10.062,36.000,0.084,15293.597,0.431,0.261,0.331,10.567,87.352,0.391,0.031,0.214,0.013,0.160,373424.654
Image2476,1.189,63.639,0.034,1130.499,0.1651,2.682,-1.210,15.328,36.094,27.545,11.563,25.000,0.640,18619.109,0.684,4.285,6.797,20.425,84.260,5.313,0.551,1.439,0.264,0.449,373424.654
Image2477,1.981,44.407,0.039,1783.678,0.3490,3.721,-1.596,8.751,13.880,30.527,15.555,26.700,0.947,29902.766,0.785,5.337,11.443,28.726,83.604,6.714,0.960,2.902,0.213,0.872,373424.654
Image2478,0.338,39.328,0.132,245.482,0.02248,0.929,-3.385,83.402,8.353,30.975,17.897,26.300,0.239,18973.400,0.511,1.684,1.327,13.212,87.831,1.943,0.094,0.295,0.104,0.194,373424.654
Image2479,0.134,3.499,0.703,108.959,0.002913,0.180,-0.131,5.716,1.701,1.798,12.168,90.000,0.078,24931.945,0.392,0.214,0.237,11.134,88.405,0.350,0.024,0.196,0.011,0.142,373424.654
Image2480,1.889,78.490,0.038,1817.399,0.4224,3.836,-2.788,22.331,20.971,57.519,13.352,26.100,1.057,32817.622,1.075,4.817,9.238,26.582,81.217,5.750,0.882,2.473,0.224,0.917,373424.654
Image2481,1.285,47.542,0.062,864.190,0.1315,2.823,-2.279,17.775,16.698,30.844,18.248,24.900,0.562,23396.680,0.733,4.268,7.428,23.219,84.842,5.623,0.582,1.822,0.237,0.548,373424.654
Image2482,0.118,3.840,0.492,86.845,0.001801,0.158,0.437,6.478,1.777,2.063,13.322,0.000,0.061,20562.346,0.352,0.216,0.170,11.073,89.720,0.325,0.018,0.174,0.011,0.125,373424.654
Image2483,0.175,4.346,0.745,210.354,0.007298,0.239,-0.002,6.229,2.708,1.638,11.396,0.000,0.123,31247.465,0.492,0.310,0.324,11.470,87.693,0.478,0.032,0.253,0.016,0.184,373424.654
Image2484,0.298,11.946,0.834,413.352,0.02766,0.494,-0.925,15.371,4.432,7.514,10.628,3.100,0.244,38378.930,0.613,0.768,0.904,14.762,85.628,1.006,0.080,0.398,0.042,0.249,373424.654
Image2485,0.622,77.727,0.237,712.831,0.1248,1.384,-8.529,242.867,11.564,66.163,11.564,19.500,0.556,36078.717,1.120,1.864,1.975,14.734,83.962,2.323,0.180,0.728,0.111,0.482,373424.654
Image2486,0.157,4.451,0.454,232.506,0.007628,0.213,0.030,6.819,2.842,1.609,8.501,0.000,0.125,34328.730,0.453,0.264,0.275,10.772,87.956,0.404,0.028,0.224,0.013,0.166,373424.654
Image2487,0.157,4.712,0.455,194.976,0.005835,0.213,0.104,6.284,3.044,1.668,9.759,0.000,0.110,31102.527,0.443,0.275,0.268,11.621,87.612,0.423,0.027,0.229,0.014,0.166,373424.654
Image2488,0.227,6.092,0.719,347.716,0.02025,0.311,-0.304,5.508,2.737,3.355,9.563,0.000,0.208,44536.092,0.618,0.379,0.461,12.195,87.070,0.608,0.045,0.329,0.019,0.234,373424.654
Image2489,0.646,13.450,0.744,1014.587,0.1190,0.943,-0.388,6.533,6.156,7.293,9.000,29.100,0.519,51012.654,1.415,1.281,1.542,15.449,83.248,1.895,0.154,0.924,0.065,0.630,373424.654
Image2490,0.142,13.368,0.700,270.963,0.01159,0.223,0.567,22.677,3.651,9.717,12.962,0.000,0.159,43140.397,0.305,0.362,0.319,18.522,89.354,0.497,0.026,0.222,0.020,0.124,373424.654
Image2491,0.172,5.733,0.394,206.924,0.004382,0.236,1.466,7.645,3.055,2.678,38.831,180.000,0.096,35587.539,0.410,0.441,0.162,19.254,93.510,0.666,0.015,0.304,0.022,0.165,373424.654
Image2492,0.343,25.758,0.499,365.910,0.03139,0.621,-2.719,65.111,7.048,18.710,16.158,129.800,0.287,27798.488,0.690,1.002,0.977,17.642,89.406,1.351,0.071,0.523,0.056,0.280,373424.654
Image2493,0.298,24.913,0.337,403.795,0.02966,0.602,-1.489,57.641,7.247,17.666,10.668,133.000,0.264,32549.219,0.588,1.135,0.954,11.648,86.163,1.164,0.079,0.317,0.062,0.228,373424.654
Image2494,0.546,25.852,0.805,798.028,0.09580,0.903,-1.506,20.439,6.239,19.613,9.556,72.300,0.475,32025.833,1.129,1.316,1.645,15.784,85.969,1.806,0.143,0.760,0.071,0.465,373424.654
Image2495,0.135,7.181,0.714,231.780,0.005993,0.201,2.607,23.537,3.753,3.429,20.663,90.000,0.112,41691.021,0.302,0.357,0.158,19.501,90.961,0.494,0.015,0.226,0.020,0.124,373424.654
Image2496,0.125,17.143,0.809,248.508,0.01222,0.232,-5.080,251.803,4.076,13.067,14.166,0.000,0.181,39782.677,0.249,0.424,0.197,18.479,91.032,0.554,0.015,0.209,0.024,0.104,373424.654
Image2497,0.163,18.876,0.775,254.815,0.01740,0.271,-8.610,398.841,2.276,16.599,24.467,72.700,0.234,36489.373,0.408,0.396,0.278,16.233,91.012,0.571,0.023,0.260,0.021,0.157,373424.654
Image2498,0.210,22.793,0.722,267.805,0.01055,0.310,-0.522,94.526,3.306,19.486,27.438,143.200,0.160,29771.249,0.561,0.550,0.307,14.122,91.317,0.758,0.028,0.328,0.030,0.206,373424.654
Image2499,0.458,20.135,0.384,642.099,0.08072,0.879,-2.572,35.076,7.158,12.977,9.935,73.700,0.449,37823.336,0.811,1.295,1.802,18.629,88.998,1.764,0.122,0.651,0.075,0.337,373424.654
Image2500,0.090,9.728,0.824,186.067,0.007824,0.178,-4.370,228.345,3.127,6.601,15.916,50.600,0.137,40856.288,0.207,0.267,0.195,15.899,90.439,0.320,0.015,0.134,0.016,0.079,373424.654
Image2501,0.108,13.064,0.455,223.038,0.02067,0.251,-17.834,559.161,2.155,10.909,7.238,180.000,0.253,42018.473,0.242,0.291,0.284,17.570,92.053,0.402,0.018,0.173,0.016,0.095,373424.654
Image2502,0.155,20.551,0.747,221.656,0.008253,0.231,-1.949,179.987,3.047,17.504,19.106,90.000,0.147,31129.367,0.413,0.383,0.213,14.437,90.672,0.521,0.021,0.249,0.020,0.155,373424.654
Image2503,0.189,19.948,0.635,194.132,0.008438,0.269,-1.414,143.572,2.683,17.265,19.411,120.000,0.150,24889.000,0.524,0.435,0.260,13.095,89.570,0.605,0.027,0.294,0.022,0.194,373424.654
Image2504,0.393,22.850,0.379,558.041,0.05069,0.684,-1.227,28.972,7.240,15.610,9.890,99.600,0.351,29760.513,0.742,1.162,1.258,18.138,89.155,1.598,0.089,0.597,0.065,0.309,373424.654
Image2505,0.103,9.704,0.824,211.280,0.007112,0.170,-2.762,91.092,2.756,6.948,13.985,180.000,0.127,45309.092,0.246,0.262,0.239,16.723,92.191,0.370,0.016,0.160,0.015,0.094,373424.654
Image2506,0.174,15.197,0.724,298.466,0.01531,0.292,-0.111,55.901,3.993,11.205,16.349,0.000,0.196,43795.300,0.365,0.511,0.367,18.806,91.480,0.673,0.025,0.287,0.028,0.150,373424.654
Image2507,0.261,18.697,0.648,367.792,0.02036,0.432,0.563,47.979,5.102,13.595,16.028,19.400,0.225,42061.417,0.607,0.803,0.490,14.635,88.897,0.996,0.043,0.372,0.046,0.234,373424.654
Image2508,0.235,19.216,0.767,354.742,0.02437,0.355,-4.457,169.266,3.186,16.030,13.596,90.000,0.257,38276.936,0.637,0.511,0.409,14.115,90.346,0.749,0.036,0.369,0.026,0.236,373424.654
Image2509,0.534,22.112,0.600,739.536,0.08641,0.805,-0.920,19.442,7.016,15.096,11.339,83.000,0.460,34081.799,1.194,1.188,1.298,18.002,88.457,1.785,0.108,0.838,0.060,0.483,373424.654
Image2510,0.156,7.428,0.725,274.282,0.009594,0.253,2.718,22.761,3.402,4.027,29.283,75.700,0.142,56863.837,0.346,0.520,0.209,16.865,91.286,0.644,0.018,0.255,0.029,0.137,373424.654
Image2511,0.359,27.193,0.731,474.766,0.03136,0.693,3.292,34.669,12.650,14.543,17.479,124.700,0.265,41768.858,0.660,1.307,0.933,16.501,88.171,1.558,0.073,0.452,0.086,0.262,373424.654
Image2512,0.386,24.234,0.597,534.628,0.03936,0.626,1.367,22.087,13.168,11.066,14.131,172.500,0.302,40233.594,0.858,1.205,0.828,15.020,88.031,1.543,0.072,0.561,0.068,0.334,373424.654
Image2513,0.353,13.564,0.642,612.946,0.04010,0.542,1.111,13.104,6.521,7.042,12.347,51.400,0.295,45931.787,0.875,0.984,0.730,13.369,88.794,1.259,0.064,0.502,0.054,0.327,373424.654
Image2514,0.497,26.171,0.691,774.873,0.08493,0.734,-0.271,14.556,5.740,20.431,14.087,93.800,0.442,50628.838,1.168,1.173,1.054,16.237,87.608,1.678,0.096,0.802,0.057,0.471,373424.654
Image2515,0.281,15.781,0.628,439.880,0.02030,0.414,-0.393,19.825,7.817,7.963,11.865,39.500,0.211,30740.183,0.729,0.613,0.591,15.272,91.001,0.906,0.046,0.444,0.031,0.272,373424.654
Image2516,0.321,12.100,0.693,395.340,0.01690,0.459,1.012,10.270,4.762,7.339,20.209,37.300,0.191,37729.395,0.861,0.767,0.504,14.836,92.136,1.097,0.042,0.504,0.041,0.314,373424.654
Image2517,0.358,28.692,0.624,385.629,0.02643,0.755,2.596,49.879,14.192,14.501,20.231,141.000,0.250,40287.274,0.729,1.369,1.138,13.182,88.871,1.205,0.081,0.430,0.079,0.275,373424.654
Image2518,0.217,8.419,0.594,365.084,0.01102,0.336,2.916,32.792,5.625,2.793,15.462,148.700,0.151,43551.053,0.577,0.570,0.311,13.590,89.829,0.709,0.031,0.327,0.031,0.214,373424.654
Image2519,0.257,6.213,0.767,425.170,0.01594,0.351,0.585,6.966,3.362,2.851,12.503,127.300,0.182,32186.875,0.741,0.517,0.381,11.974,89.312,0.754,0.040,0.385,0.027,0.268,373424.654
Image2520,0.329,18.455,0.678,433.162,0.02457,0.522,-1.019,35.541,4.920,13.536,12.544,59.100,0.234,25589.532,0.792,0.857,0.777,14.833,89.767,1.194,0.061,0.482,0.047,0.296,373424.654
Image2521,0.354,20.630,0.687,392.354,0.02638,0.510,-2.109,58.406,4.558,16.073,18.233,79.600,0.266,32275.448,1.017,0.732,0.549,13.196,91.904,1.129,0.048,0.553,0.038,0.364,373424.654
Image2522,0.458,23.480,0.302,464.012,0.02939,0.835,2.743,27.913,10.706,12.773,20.388,86.000,0.256,32726.365,0.950,1.639,0.931,15.117,87.668,1.877,0.081,0.607,0.101,0.375,373424.654
Image2523,0.218,7.304,0.659,312.278,0.008702,0.309,1.673,15.904,4.469,2.835,14.556,154.000,0.134,30249.006,0.618,0.491,0.287,12.096,89.035,0.651,0.031,0.324,0.026,0.227,373424.654
Image2524,0.247,6.623,0.842,374.471,0.01423,0.333,0.769,7.859,4.218,2.406,12.730,109.500,0.172,35453.338,0.728,0.472,0.336,11.465,89.304,0.693,0.036,0.370,0.024,0.263,373424.654
Image2525,0.248,9.507,0.604,293.318,0.01251,0.340,0.683,9.210,3.563,5.945,10.921,55.800,0.163,20752.912,0.696,0.531,0.339,13.953,91.315,0.800,0.033,0.391,0.028,0.253,373424.654
Image2526,0.280,21.444,0.491,356.789,0.01125,0.392,1.079,13.193,4.160,17.283,15.351,90.000,0.155,25235.240,0.750,0.686,0.351,14.105,89.608,0.965,0.038,0.442,0.036,0.282,373424.654
Image2527,0.241,12.315,0.749,348.984,0.008392,0.326,0.903,7.741,3.567,8.749,21.818,90.000,0.134,27632.078,0.672,0.514,0.273,14.080,89.453,0.764,0.032,0.390,0.026,0.252,373424.654
Image2528,0.263,6.373,0.815,349.125,0.01059,0.354,1.000,8.426,4.331,2.042,15.441,119.200,0.148,25007.097,0.767,0.530,0.303,12.675,90.000,0.799,0.035,0.412,0.027,0.280,373424.654
Image2529,0.247,7.879,0.702,367.956,0.01451,0.335,0.780,8.804,5.730,2.148,10.079,78.300,0.174,31429.979,0.719,0.482,0.348,11.998,89.486,0.716,0.037,0.376,0.024,0.261,373424.654
Image2530,0.235,6.262,0.675,339.895,0.01239,0.332,1.127,9.782,4.108,2.155,11.635,93.000,0.161,24813.847,0.644,0.541,0.338,12.967,88.820,0.741,0.035,0.356,0.028,0.241,373424.654
Image2531,0.237,5.679,0.732,427.435,0.01138,0.323,1.213,9.656,4.158,1.521,14.417,38.400,0.154,28998.248,0.683,0.503,0.275,12.696,89.916,0.725,0.031,0.368,0.026,0.250,373424.654
Image2532,0.191,5.150,0.941,336.188,0.006805,0.266,1.070,7.893,3.646,1.504,17.451,180.000,0.119,31086.423,0.519,0.449,0.267,13.361,89.091,0.634,0.028,0.291,0.024,0.194,373424.654
Image2533,0.282,6.242,0.678,448.584,0.01679,0.379,0.709,5.860,3.666,2.576,10.002,99.600,0.187,31193.784,0.802,0.550,0.373,13.622,89.854,0.852,0.040,0.447,0.028,0.296,373424.654
Image2534,0.283,6.295,0.663,488.036,0.02353,0.391,0.473,7.286,3.705,2.590,8.897,87.200,0.223,34261.629,0.787,0.560,0.477,12.118,88.144,0.803,0.048,0.416,0.029,0.294,373424.654
Image2535,0.261,7.703,0.724,427.043,0.01642,0.358,0.814,9.194,5.429,2.274,13.169,84.200,0.186,31306.513,0.755,0.530,0.391,11.081,88.581,0.736,0.042,0.378,0.027,0.272,373424.654
Image2536,0.274,12.985,0.902,469.840,0.01523,0.411,2.028,20.886,7.829,5.156,15.725,72.800,0.180,31795.007,0.721,0.733,0.405,12.898,88.644,0.906,0.041,0.401,0.040,0.271,373424.654
Image2537,0.198,5.525,0.818,387.938,0.008659,0.266,0.400,6.293,3.154,2.371,14.658,0.000,0.134,37474.412,0.571,0.375,0.268,12.363,88.979,0.579,0.029,0.303,0.019,0.210,373424.654
Image2538,0.252,4.356,0.696,495.385,0.01929,0.338,0.671,5.260,2.555,1.801,9.410,102.200,0.202,37748.183,0.720,0.511,0.322,13.132,89.568,0.781,0.035,0.397,0.026,0.265,373424.654
Image2539,0.437,11.416,0.771,871.554,0.08055,0.613,-0.262,6.208,5.447,5.969,7.020,68.700,0.423,40150.389,1.104,0.811,0.909,13.415,85.493,1.227,0.090,0.638,0.040,0.445,373424.654
Image2540,0.146,5.137,0.757,278.131,0.008750,0.211,0.338,10.174,2.761,2.376,8.912,0.000,0.137,31550.760,0.393,0.314,0.288,13.527,89.643,0.450,0.025,0.220,0.016,0.144,373424.654
Image2541,0.162,4.644,0.839,235.426,0.005646,0.235,0.956,10.524,2.270,2.374,13.305,0.000,0.109,24403.191,0.434,0.398,0.271,13.256,89.926,0.539,0.025,0.242,0.021,0.159,373424.654
Image2542,0.143,3.502,0.790,225.502,0.003825,0.195,0.307,5.935,1.926,1.576,15.984,0.000,0.088,33604.042,0.394,0.277,0.238,12.883,88.394,0.422,0.024,0.215,0.014,0.148,373424.654
